name,duration,year,genre,release,rating,ratingCount,director,cast,numUserReview,numCritic
Twin Dragons,1h 44min,1992,"Action,Comedy",9 April 1999 (USA),6.4,"8,631",Ringo Lam,"Jackie Chan,Maggie Cheung,Teddy Robin Kwan",53 user,44 critic
